borough,complaint_type,request_count,closed_response_records,avg_response_hours,median_response_hours,p90_response_hours,resolved_within_24h_rate,resolved_within_48h_rate,delay_24h_rate,delay_48h_rate,repeat_proxy_rate,workload_share,volume_score,delay_score,response_score,repeat_score,operational_stress_score,stress_rank,management_priority_tier
BRONX,ILLEGAL PARKING,10171,10166,3.558324644238967,1.754722222222222,8.24375,0.9885894156993901,0.9974424552429667,0.011410584300609875,0.0025575447570332483,0.6970799331432505,0.02310047377434169,0.40458846186050407,0.0025729207776166146,0.000158843097837625,0.714224467490909,0.24954327662766526,82,High
BROOKLYN,GENERAL CONSTRUCTION/PLUMBING,2281,2281,988.54785961323,97.69166666666666,2435.694722222222,0.36036825953529156,0.43051293292415604,0.6396317404647085,0.569487067075844,0.28320911880754057,0.005180629306781378,0.07426944653772084,0.5729108370181837,0.054176161938519665,0.26550685253474626,0.24852881766157325,83,High
QUEENS,GENERAL CONSTRUCTION/PLUMBING,1355,1355,1418.775664616646,310.4436111111111,3876.0756666666666,0.2892988929889299,0.35571955719557197,0.7107011070110701,0.6442804428044281,0.1940959409594096,0.0030774891322616254,0.035501967679812445,0.6481538723202863,0.07777006998722592,0.16889058668531953,0.24775945238426336,84,High
STATEN ISLAND,DAMAGED TREE,631,563,1808.1121482139333,117.22916666666667,5715.7267777777815,0.23268206039076378,0.3339253996447602,0.7673179396092362,0.6660746003552398,0.1838351822503962,0.0014331333154664837,0.005191325462614083,0.6700790568704016,0.09912147751405484,0.15776589990850684,0.2463298614621224,85,High
BROOKLYN,ILLEGAL DUMPING,1365,1345,139.5863422139612,77.01027777777777,310.575388888889,0.11524163568773234,0.30185873605947955,0.8847583643122676,0.6981412639405205,0.1641025641025641,0.003100201229178685,0.035920622959055515,0.7023385060082992,0.007618687629648722,0.13637184880502962,0.24525328468484336,86,High
STATEN ISLAND,MISSED COLLECTION,869,861,125.35394050845271,72.75694444444444,198.30333333333334,0.08478513356562137,0.30313588850174217,0.9152148664343787,0.6968641114982579,0.20253164556962025,0.0019736812220925107,0.01515532110859918,0.7010536752948406,0.006838175600331253,0.17803655475567984,0.2436935833098801,87,High
BROOKLYN,NOISE,2196,2164,107.03150800985829,61.45,230.29333333333352,0.24306839186691312,0.43622920517560076,0.7569316081330869,0.5637707948243993,0.31830601092896177,0.004987576482986368,0.07071087666415474,0.5671601984004979,0.005833364236274874,0.3035588078299642,0.2415973603743531,88,High
MANHATTAN,NOISE - STREET/SIDEWALK,8546,8540,0.9206938264376788,0.5101388888888889,2.0738333333333343,0.9998829039812647,0.9998829039812647,0.000117096018735363,0.000117096018735363,0.7979171542241985,0.019409758025319447,0.336556978983505,0.00011780000281593632,1.4194104309316574e-05,0.823551909231094,0.24136590785059747,89,High
QUEENS,STREET CONDITION,4041,3756,109.04744261034197,27.084722222222222,260.87,0.4637912673056443,0.5963791267305645,0.5362087326943556,0.4036208732694356,0.4451868349418461,0.009177958364183931,0.14795277568450138,0.406047451665845,0.005943919098240711,0.44112265326834416,0.24095488879922874,90,High
QUEENS,MISSED COLLECTION,1769,1764,115.87841569035021,73.64166666666667,261.5255,0.12981859410430838,0.3378684807256236,0.8701814058956916,0.6621315192743764,0.1520633126059921,0.004017769944627908,0.052834296240475594,0.6661122698912564,0.006318533079156292,0.1233189249691942,0.23808723001275375,91,High
QUEENS,SNOW OR ICE,543,539,71.30540558647702,53.964166666666664,165.7313333333333,0.29684601113172543,0.437847866419295,0.7031539888682746,0.562152133580705,0.4088397790055249,0.0012332668625963561,0.0015071590052750565,0.5655318057264808,0.003874126907322539,0.40171527375403315,0.23121916381435997,92,Moderate
BRONX,NOISE - STREET/SIDEWALK,7411,7407,2.655047702623644,0.8461111111111111,4.771166666666668,0.991494532199271,0.9968948292156069,0.00850546780072904,0.0031051707843931416,0.7892322223721495,0.01683193502523314,0.28903960478941637,0.0031238391458223587,0.00010930693849334616,0.8141357296607532,0.22424323425685408,93,Moderate
BROOKLYN,DIRTY CONDITIONS,509,509,321.67003929273085,91.83333333333333,1141.0199999999993,0.1944990176817289,0.33595284872298625,0.8055009823182712,0.6640471512770137,0.1512770137524558,0.0011560457330783522,8.373105584861426e-05,0.668039418719561,0.017604248665181663,0.12246642188373774,0.22233194450101232,94,Moderate
BRONX,REQUEST LARGE BULKY ITEM COLLECTION,1119,1115,64.42594917787743,52.63333333333333,110.69333333333334,0.0053811659192825115,0.45112107623318387,0.9946188340807175,0.5488789237668161,0.32529043789097406,0.00254148364501901,0.02562170308967596,0.5521787970559954,0.003496854076413126,0.3111313046083611,0.221990301704722,95,Moderate
MANHATTAN,ILLEGAL PARKING,8375,8374,1.438433146246318,0.6713888888888889,2.870777777777777,0.9995223310246,0.9997611655123,0.0004776689754000478,0.0002388344877000239,0.672,0.01902138116803772,0.3293979737084485,0.00024027036638359117,4.2587187607751366e-05,0.6870328719652316,0.2184248201401783,96,Moderate
BROOKLYN,STREET LIGHT CONDITION,1413,1186,846.4446599213042,92.85833333333333,1932.275,0.2984822934232715,0.3996627318718381,0.7015177065767285,0.6003372681281619,0.10969568294409059,0.003209219294380573,0.03793016829942226,0.6039465102211168,0.04638315138000493,0.0773840557425528,0.2153437506085167,97,Moderate
BROOKLYN,STREET CONDITION,2833,2721,117.17726867164849,32.84222222222222,190.7975,0.42006615214994486,0.5894891583976479,0.5799338478500551,0.4105108416023521,0.37592657959759973,0.006434337056603088,0.09737921795193838,0.41297884265406964,0.0063897628264044885,0.36603087217909835,0.21415896247154498,98,Moderate
MANHATTAN,AIR QUALITY,667,658,62.88776595744681,36.45,144.5966666666667,0.41641337386018235,0.5729483282674772,0.5835866261398176,0.4270516717325228,0.5382308845577212,0.0015148968643678997,0.00669848446788914,0.42961911665275837,0.003412499339125482,0.5420007596323086,0.21321281837226008,99,Moderate
BRONX,NOISE,716,708,88.86814971751413,57.59166666666667,174.28166666666667,0.269774011299435,0.4449152542372881,0.730225988700565,0.5550847457627118,0.2918994413407821,0.0016261861392614936,0.008749895336180188,0.5584219286029686,0.0048372765812664505,0.27492887666702265,0.2127958287648603,100,Moderate
QUEENS,BLOCKED DRIVEWAY,10018,10013,2.8976101068610807,1.5166666666666666,6.712833333333335,0.9940077898731648,0.999500649156097,0.005992210126835114,0.0004993508439029262,0.4707526452385706,0.02275297869151067,0.3981830360880851,0.0005023529531849078,0.0001226091820840545,0.46884103548667233,0.2098654456762029,101,Moderate
QUEENS,ILLEGAL DUMPING,1120,1108,103.18751178299237,56.37972222222223,215.7572777777779,0.17057761732851986,0.41606498194945846,0.8294223826714802,0.5839350180505415,0.17589285714285716,0.002543754854710716,0.025663568617600267,0.5874456494215868,0.005622557560226757,0.1491548525574594,0.2087136832383004,102,Moderate
QUEENS,NOISE,1572,1555,81.23887459807074,40.86666666666667,172.52,0.3633440514469453,0.5569131832797428,0.6366559485530546,0.44308681672025724,0.37849872773536897,0.0035703416353618264,0.04458678723938709,0.4457506653177738,0.004418883317156056,0.3688195882173294,0.20553729002514823,103,Moderate
MANHATTAN,ENCAMPMENT,2817,2787,53.62045738149344,1.1172222222222221,66.2920555555556,0.8528884104772156,0.886616433440976,0.14711158952278436,0.11338356655902404,0.8083067092651757,0.006397997701535792,0.09670936950514945,0.11406523128783581,0.0029042755008305706,0.8348162366418728,0.19387113930960007,104,Moderate
BRONX,STREET CONDITION,1268,1190,86.48692600373484,29.27236111111111,223.63958333333383,0.39243697478991596,0.5966386554621849,0.607563025210084,0.40336134453781514,0.3990536277602524,0.0028798938890832034,0.031859666750397725,0.4057863626412489,0.004706689081590875,0.3911051551028131,0.192493903236754,105,Moderate
QUEENS,STREET LIGHT CONDITION,1503,1218,740.8801450465243,62.46666666666667,1108.9249999999995,0.3916256157635468,0.4819376026272578,0.6083743842364532,0.5180623973727422,0.11510312707917499,0.0034136281666341125,0.041698065812609895,0.5211770009641614,0.040593940575412546,0.08324679201497714,0.19155323024099097,106,Moderate
BROOKLYN,BLOCKED DRIVEWAY,9125,9120,3.38266176291423,1.0794444444444444,4.8821111111111115,0.9951754385964913,0.9983552631578947,0.004824561403508772,0.001644736842105263,0.42926027397260275,0.02072478843681722,0.3607971196516788,0.0016546250395527897,0.00014920965755006914,0.42385511904019757,0.19038348917749306,107,Moderate
MANHATTAN,CONSUMER COMPLAINT,950,912,364.42040570175436,42.026250000000005,739.6862222222221,0.3267543859649123,0.5515350877192983,0.6732456140350878,0.44846491228070173,0.30842105263157893,0.0021576492071206967,0.018546428870468055,0.45116109411806066,0.01994870014500871,0.29284156284069834,0.1897555527951885,108,Moderate
QUEENS,WATER SYSTEM,2612,2538,129.93466640399265,4.416666666666667,355.6783333333337,0.6449960598896769,0.7013396375098503,0.3550039401103231,0.2986603624901497,0.45214395099540583,0.0059323997147360625,0.08812693628066649,0.3004559157716536,0.007089384899959942,0.44866553963383293,0.18969891035479627,109,Moderate
MANHATTAN,STREET CONDITION,1827,1707,81.29346432988349,25.70611111111111,144.4756666666667,0.47041593438781487,0.6531927357937902,0.5295840656121851,0.3468072642062097,0.421455938697318,0.004149500106746856,0.05526249686008541,0.3488922778186719,0.004421877045357289,0.41539367989120884,0.18720298463938423,110,Moderate
BRONX,WATER SYSTEM,2013,1983,104.84584804168769,6.633333333333334,192.33666666666667,0.6298537569339385,0.72970247100353,0.37014624306606153,0.27029752899646997,0.5355191256830601,0.004571945109404171,0.06304948505400654,0.27192256424093775,0.0057135015502396335,0.539060678011605,0.18564589105297227,111,Moderate
BROOKLYN,CONSUMER COMPLAINT,1019,983,395.4963914321239,43.61333333333334,765.1912777777779,0.3662258392675483,0.5442522889114955,0.6337741607324516,0.4557477110885046,0.25809617271835134,0.0023143626758484106,0.02143515029724525,0.45848767728743345,0.02165292274828612,0.23827946446257553,0.18512111000930945,112,Moderate
BROOKLYN,DIRTY CONDITION,2030,2007,101.18867574600011,35.80833333333333,281.57550000000003,0.38565022421524664,0.600896860986547,0.6143497757847534,0.3991031390134529,0.29014778325123153,0.004610555674163173,0.06376119902871975,0.40150255668287244,0.005512940392036381,0.2730297337148351,0.18482423480054616,113,Moderate
BRONX,GENERAL CONSTRUCTION/PLUMBING,532,532,567.5717632623225,39.34625,1180.3095277777784,0.41353383458646614,0.5037593984962406,0.5864661654135338,0.49624060150375937,0.17857142857142858,0.00120828355598759,0.0010466381981076782,0.4992240119336417,0.031089622220502718,0.15205895243907935,0.17916029425939264,114,Moderate
QUEENS,CONSUMER COMPLAINT,845,810,378.4636152263374,42.62875,774.7421111111111,0.3395061728395062,0.5580246913580247,0.6604938271604939,0.4419753086419753,0.25088757396449707,0.001919172189491567,0.014150548438415808,0.4446324748261956,0.020718836780480466,0.23046392123516232,0.17705578994267462,115,Moderate
MANHATTAN,STREET LIGHT CONDITION,839,709,985.1555477197932,26.4,1633.0900000000013,0.4936530324400564,0.5627644569816643,0.5063469675599436,0.43723554301833567,0.21573301549463647,0.001905544931341331,0.013899355270869966,0.4398642136176443,0.05399012585727279,0.19234944424129194,0.1764744802377461,116,Moderate
BROOKLYN,NOISE - STREET/SIDEWALK,5717,5715,1.0971512102653835,0.6016666666666667,2.3884444444444464,0.9993000874890638,0.999825021872266,0.0006999125109361329,0.00017497812773403323,0.6230540493265698,0.012984505807483181,0.21811940048564013,0.00017603010044586108,2.3871115511586667e-05,0.6339658049308103,0.17149424416283165,117,Moderate
BROOKLYN,WATER SYSTEM,2569,2487,109.10853772952687,5.25,204.22666666666694,0.7012464817048653,0.7635705669481303,0.2987535182951347,0.23642943305186973,0.44608797197353056,0.005834737697992705,0.08632671857992129,0.23785085248905533,0.005947269585139766,0.44209966359523845,0.16907401070600275,118,Moderate
BRONX,CONSUMER COMPLAINT,542,523,460.7173682812832,39.99472222222222,758.8907222222222,0.35946462715105165,0.5831739961759083,0.6405353728489483,0.4168260038240918,0.2656826568265683,0.00123099565290465,0.0014652934773507493,0.41933197178295406,0.025229673745617975,0.24650470996679377,0.16833408549610163,119,Moderate
MANHATTAN,GENERAL CONSTRUCTION/PLUMBING,946,946,358.9484736903923,28.000972222222224,732.7234722222222,0.48625792811839325,0.5983086680761099,0.5137420718816068,0.40169133192389006,0.2526427061310782,0.0021485643683538725,0.018378966758770827,0.4041063098713283,0.019648616656160696,0.2323668307722487,0.16644927927403774,120,Moderate
QUEENS,DRUG ACTIVITY,1523,1523,0.9327697526811118,0.31472222222222224,1.9782777777777771,0.9980302035456337,0.9986868023637557,0.001969796454366382,0.0013131976362442547,0.9527248850952068,0.0034590523604682327,0.04253537637109604,0.0013210926120132583,1.4856354145512667e-05,0.9913940313790648,0.1639957854911764,121,Moderate
STATEN ISLAND,STREET CONDITION,1170,1098,74.85171574580045,25.25277777777778,205.09063888888917,0.48633879781420764,0.6894353369763205,0.5136612021857924,0.3105646630236794,0.4025641025641026,0.0026573153392960157,0.027756845013815624,0.31243178524626664,0.004068608330508578,0.3949112023687351,0.16349483335012743,122,Moderate
MANHATTAN,DIRTY CONDITION,1186,1182,122.99352392366987,25.99736111111111,342.32041666666686,0.4602368866328257,0.6844331641285956,0.5397631133671743,0.3155668358714044,0.3836424957841484,0.002693654694363312,0.028426693460604537,0.3174640312774449,0.00670872917401865,0.3743964475917713,0.16268976506801447,123,Moderate
BROOKLYN,MISSED COLLECTION (ALL MATERIALS),816,816,57.58925653594772,45.84166666666667,120.98333333333333,0.23774509803921567,0.5392156862745098,0.7622549019607843,0.46078431372549017,0.14583333333333334,0.0018533071084320932,0.012936448128610901,0.4635545601005933,0.003121926431860549,0.11656439833039091,0.16170316991112255,124,Moderate
STATEN ISLAND,ELECTRONICS WASTE APPOINTMENT,558,553,79.48206751054853,46.95,140.86666666666667,0.0162748643761302,0.5262206148282098,0.9837251356238698,0.47377938517179025,0.08064516129032258,0.001267335007971946,0.0021351419241396634,0.47662775822893527,0.004322539137630083,0.04588755891748928,0.15148326880727886,125,Moderate
BRONX,STREET LIGHT CONDITION,1355,1099,483.46401273885346,4.666666666666667,486.3200000000005,0.5486806187443131,0.6160145586897179,0.451319381255687,0.38398544131028206,0.14391143911439114,0.0030774891322616254,0.035501967679812445,0.3862939710175583,0.026477111106725456,0.11448068582820355,0.15078140508877746,126,Moderate
MANHATTAN,NOISE - COMMERCIAL,2874,2874,0.954033093636434,0.5226388888888889,2.0020833333333337,0.999652052887961,0.999652052887961,0.0003479471120389701,0.0003479471120389701,0.7491301322199025,0.006527456653963034,0.09909570459683496,0.000350038978444014,1.6022446400531323e-05,0.7706571522289145,0.15039028562604273,127,Moderate
QUEENS,OBSTRUCTION,652,641,89.53187770844167,27.871111111111112,186.0063888888889,0.42121684867394693,0.6318252730109204,0.5787831513260531,0.36817472698907955,0.25766871165644173,0.0014808287189923097,0.006070501549024533,0.37038820230163916,0.004873675756320171,0.23781601233804103,0.1498882732346205,128,Moderate
BRONX,DIRTY CONDITION,990,962,71.21580012705013,27.231805555555557,114.86997222222222,0.4365904365904366,0.6891891891891891,0.5634095634095634,0.3108108108108108,0.3303030303030303,0.0022484975947889363,0.020221049987440343,0.31267941287981366,0.0038692128991022583,0.3165659437130668,0.14913992549632868,129,Moderate
QUEENS,MISSED COLLECTION (ALL MATERIALS),592,592,58.16652590090091,43.708333333333336,124.78833333333331,0.28040540540540543,0.5591216216216216,0.7195945945945946,0.4408783783783784,0.09966216216216216,0.00134455613748995,0.003558569873566106,0.44352894979147484,0.003153584172614735,0.06650573971027501,0.1449107621842548,130,Moderate
STATEN ISLAND,STREET LIGHT CONDITION,549,516,479.13039405684754,20.816666666666666,638.55,0.5155038759689923,0.560077519379845,0.4844961240310077,0.43992248062015504,0.06739526411657559,0.001246894120746592,0.0017583521728208992,0.44256730515294157,0.02623945329030285,0.03152205632035397,0.14336181391248345,131,Moderate
QUEENS,DIRTY CONDITION,1307,1293,68.16655387986594,26.88,141.78899999999996,0.43310131477184843,0.6759474091260634,0.5668986852281516,0.32405259087393656,0.23718439173680184,0.0029684710670597374,0.0334924223394457,0.32600080284311855,0.003701990709515151,0.2156069682113295,0.142604032045344,132,Moderate
BROOKLYN,NOISE - COMMERCIAL,2797,2795,1.1941301928046115,0.6588888888888889,2.854999999999998,1.0,1.0,0.0,0.0,0.7075437969252771,0.006352573507701672,0.09587205894666331,0.0,2.918949142796768e-05,0.7255693602372928,0.14239646256521166,133,Moderate
BROOKLYN,DERELICT VEHICLES,2211,2210,38.626772247360485,24.0,86.70166666666672,0.516289592760181,0.7561085972850679,0.483710407239819,0.24389140271493212,0.29172320217096337,0.005021644628361958,0.07133885958301935,0.2453576836931782,0.0020820143074537787,0.27473779863686526,0.14020297861903078,134,Moderate
BROOKLYN,LEAD,757,743,125.90870345446389,35.25,448.1766666666668,0.3674293405114401,0.5881561238223418,0.6325706594885598,0.41184387617765816,0.06869220607661823,0.0017193057366214394,0.010466381981076781,0.4143198914652994,0.006868599077811778,0.03292819727760168,0.1342721505401693,135,Moderate
MANHATTAN,VENDOR ENFORCEMENT,1040,1040,1.0083205128205128,0.5273611111111112,1.784,0.9961538461538462,1.0,0.0038461538461538464,0.0,0.8134615384615385,0.002362058079374236,0.022314326383655696,0.0,1.8999595625976105e-05,0.8404050884825394,0.13387457742578557,136,Moderate
MANHATTAN,RODENT,1392,1324,59.48854229607251,0.0,137.80297222222225,0.7341389728096677,0.8066465256797583,0.26586102719033233,0.1933534743202417,0.4166666666666667,0.003161523890854747,0.03705099221301181,0.19451592005763793,0.0032260842130672884,0.41020116413863167,0.13349801475525372,137,Monitor
BRONX,NOISE - VEHICLE,2449,2446,2.6407439583901153,0.9530555555555555,5.974722222222223,0.9901880621422731,0.9959116925592805,0.009811937857726901,0.004088307440719542,0.6684360963658637,0.005562192534987985,0.08130285522900443,0.004112886443369158,0.00010852251400410283,0.6831688973063513,0.1321869043619158,138,Monitor
QUEENS,NOISE - COMMERCIAL,1954,1954,6.677906715569202,0.7413888888888889,3.5996111111111113,0.9979529170931423,0.9989764585465711,0.0020470829068577278,0.0010235414534288639,0.7154554759467758,0.004437943737593517,0.060579418906472414,0.0010296950092611016,0.0003299225392065382,0.7341471811849326,0.13169976680562487,139,Monitor
QUEENS,TRAFFIC SIGNAL CONDITION,1594,1593,296.9193241263863,3.8666666666666667,187.26999999999995,0.7671060891399875,0.8462021343377275,0.23289391086001254,0.15379786566227244,0.4410288582183187,0.0036203082485793585,0.04550782885372184,0.15472250212917987,0.01624690706386462,0.4366145861763964,0.13108606007678897,140,Monitor
BROOKLYN,TRAFFIC SIGNAL CONDITION,1999,1990,320.11819932998327,2.183333333333333,113.2550000000009,0.7919597989949749,0.8678391959798994,0.20804020100502513,0.1321608040201005,0.44222111055527763,0.004540148173720287,0.06246336766306623,0.13295535795208507,0.017519144985313543,0.43790722292809586,0.13093869850397577,141,Monitor
BROOKLYN,RODENT,1995,1863,124.1268915130912,0.0,250.01133333333323,0.7332259796027912,0.7734836285560923,0.2667740203972088,0.22651637144390768,0.2781954887218045,0.004531063334953463,0.062295905551369005,0.22787819331631595,0.006770883619591916,0.2600710883870499,0.1305318649198498,142,Monitor
QUEENS,NOISE - STREET/SIDEWALK,3454,3453,15.889057260996879,0.8058333333333333,3.851333333333334,0.998262380538662,0.9988415870257746,0.0017376194613379669,0.0011584129742253113,0.5631152287203243,0.007844758275152512,0.1233777107929331,0.0011653773808839804,0.0008350666430142534,0.5689802981153829,0.12904587003770207,143,Monitor
QUEENS,LEAD,543,536,119.01657338308458,35.45,400.76666666666665,0.3358208955223881,0.5988805970149254,0.664179104477612,0.40111940298507465,0.06261510128913444,0.0012332668625963561,0.0015071590052750565,0.4035309424819789,0.0064906312168955,0.026339416741203468,0.12683582715099956,144,Monitor
BROOKLYN,ENCAMPMENT,725,724,46.4756069674647,1.6680555555555556,26.225222222222257,0.8950276243093923,0.9102209944751382,0.10497237569060773,0.08977900552486189,0.6220689655172413,0.0016466270264868473,0.009126685087498953,0.09031875906509151,0.0025124483298995417,0.6328977797351626,0.12572712412640638,145,Monitor
MANHATTAN,HOMELESS PERSON ASSISTANCE,2509,1882,38.24238856417522,3.189583333333333,17.57955555555556,0.9399574920297555,0.9643995749202976,0.06004250797024442,0.035600425079702444,0.5607811877241929,0.005698465116490345,0.08381478690446287,0.03581445569140406,0.0020609345139791934,0.5664497371946401,0.12545915960597506,146,Monitor
QUEENS,NOISE - VEHICLE,2486,2486,1.5042337087691071,0.5943055555555556,3.5119444444444445,0.997184231697506,0.999195494770716,0.0028157683024939663,0.0008045052292839903,0.6295253419147224,0.0056462272935811075,0.0828518797622038,0.0008093419340692647,4.619572337336397e-05,0.6409819628121051,0.12539749406348255,147,Monitor
BRONX,BLOCKED DRIVEWAY,4012,4010,4.465508451094486,1.8931944444444446,9.245416666666666,0.9775561097256857,0.9907730673316708,0.022443890274314215,0.009226932668329177,0.4621136590229312,0.009112093283124458,0.14673867537469648,0.009282405209421337,0.00020859351162609333,0.4594746700507745,0.12310617715391156,148,Monitor
BRONX,NOISE - COMMERCIAL,1252,1252,2.3507541267305645,1.0244444444444445,5.577861111111114,0.9928115015974441,0.9984025559105432,0.00718849840255591,0.001597444089456869,0.7148562300319489,0.0028435545340159078,0.03118981830360881,0.0016070479617381727,9.261932656790046e-05,0.7334974803885501,0.12144169671838063,149,Monitor
MANHATTAN,NOISE - VEHICLE,2111,2109,0.9835357726147199,0.5072222222222222,2.120277777777779,0.9995258416311048,1.0,0.000474158368895211,0.0,0.5831359545239223,0.004794523659191359,0.06715230679058863,0.0,1.764038807447462e-05,0.5906867147582214,0.11210984266805413,150,Monitor
MANHATTAN,LOST PROPERTY,700,697,40.035446755938146,21.425555555555555,96.25888888888888,0.5294117647058824,0.6814921090387375,0.47058823529411764,0.31850789096126253,0.1,0.0015898467841941974,0.008080046889391275,0.32042276806123005,0.0021592667221964146,0.0668720225782271,0.10941750356082931,151,Monitor
BRONX,DERELICT VEHICLES,1422,1420,32.54578638497653,21.691666666666666,71.95500000000001,0.5985915492957746,0.8133802816901409,0.4014084507042254,0.18661971830985916,0.27848101265822783,0.003229660181605927,0.03830695805074102,0.18774168054418697,0.0017485300007353168,0.2603806526649041,0.10913674338089813,152,Monitor
MANHATTAN,WATER SYSTEM,1328,1312,29.663567073170732,2.2416666666666667,18.22500000000001,0.9222560975609756,0.944359756097561,0.07774390243902439,0.055640243902439025,0.5271084337349398,0.0030161664705855634,0.03437159842585615,0.05597475438682242,0.0015904676518399183,0.529941828601677,0.10863185358571592,153,Monitor
BROOKLYN,SANITATION CONDITION,573,571,57.25391126678342,27.216666666666665,116.73333333333333,0.3607705779334501,0.6830122591943958,0.6392294220665499,0.3169877408056042,0.10645724258289703,0.0013014031533475359,0.00276312484300427,0.3188934787262792,0.003103535929542438,0.07387294748191128,0.10833678662113043,154,Monitor
QUEENS,TRAFFIC,515,515,0.9570258899676376,0.365,2.4442222222222227,1.0,1.0,0.0,0.0,0.7029126213592233,0.0011696729912285882,0.000334924223394457,0.0,1.6186572848486874e-05,0.7205482522430545,0.10820269862921593,155,Monitor
QUEENS,SEWER,1772,1731,217.1773445022145,4.333333333333333,128.5,0.7082611207394569,0.7949162333911034,0.29173887926054304,0.2050837666088966,0.19130925507900678,0.004024583573703026,0.05295989282424851,0.20631673514562343,0.011873817010190432,0.1658692694081073,0.10768613684542817,156,Monitor
MANHATTAN,ILLEGAL FIREWORKS,663,663,0.6618686106921401,0.295,1.5577777777777793,1.0,1.0,0.0,0.0,0.6862745098039216,0.0015058120256010755,0.006531022356191912,0.0,0.0,0.7025092567984188,0.10766224634442999,157,Monitor
MANHATTAN,NON-EMERGENCY POLICE MATTER,1327,1327,0.9089271958469396,0.4266666666666667,2.0932777777777782,0.9992464204973625,1.0,0.0007535795026375283,0.0,0.6232102486812359,0.0030138952608938572,0.03432973289793184,0.0,1.3548816401439975e-05,0.6341351558477044,0.10713838965471209,158,Monitor
BROOKLYN,ABANDONED VEHICLE,2874,2873,4.142410372432997,1.0863888888888888,5.912166666666667,0.9850330664810303,0.9926905673512009,0.014966933518969718,0.007309432648799165,0.46659707724425886,0.006527456653963034,0.09909570459683496,0.0073533771336616845,0.00019087465136183798,0.4643355799324104,0.10657802166912467,159,Monitor
QUEENS,DERELICT VEHICLES,1954,1953,30.265079365079362,18.15,65.92333333333333,0.6554019457245264,0.8433179723502304,0.34459805427547363,0.15668202764976957,0.2523029682702149,0.004437943737593517,0.060579418906472414,0.15762400376790445,0.0016234548868359134,0.23199848790448316,0.10361446191067632,160,Monitor
STATEN ISLAND,NOISE - RESIDENTIAL,1502,1500,1.0510362962962962,0.6240277777777778,2.3019444444444455,1.0,1.0,0.0,0.0,0.5486018641810919,0.0034113569569424068,0.04165620028468559,0.0,2.1342150560444083e-05,0.5532449476256739,0.09757068067360312,161,Monitor
QUEENS,ABANDONED VEHICLE,3703,3702,4.020149993997239,1.7111111111111112,8.175111111111114,0.9819016747703944,0.9970286331712588,0.018098325229605618,0.002971366828741221,0.3429651633810424,0.008410289488387304,0.13380222724608556,0.0029892307575713284,0.00018416983104742245,0.3302941940709536,0.09730851184025388,162,Monitor
QUEENS,NON-EMERGENCY POLICE MATTER,1340,1340,1.3557883499170813,0.5451388888888888,3.3735000000000026,0.9985074626865672,1.0,0.0014925373134328358,0.0,0.5477611940298508,0.0030434209868860354,0.034873984760947836,0.0,3.8054905633831564e-05,0.5523334953266389,0.09506352994645434,163,Monitor
QUEENS,RODENT,962,903,139.96451888765841,0.0,298.42344444444495,0.7884828349944629,0.813953488372093,0.2115171650055371,0.18604651162790697,0.2182952182952183,0.0021849037234211686,0.019048815205559743,0.18716502772987836,0.007639427027617915,0.19512737757190488,0.09361358568221873,164,Monitor
BROOKLYN,NOISE - VEHICLE,2009,2009,1.6244502516453738,0.6338888888888888,2.8169444444444447,0.9990044798407167,0.9990044798407167,0.0009955201592832255,0.0009955201592832255,0.45893479342956695,0.004562860270637347,0.0628820229423093,0.0010015052504212007,5.2788458723264164e-05,0.45602815259191454,0.09072394018546645,165,Monitor
STATEN ISLAND,ILLEGAL PARKING,1962,1960,1.6197422052154193,0.9541666666666667,3.593944444444446,1.0,1.0,0.0,0.0,0.45158002038735984,0.004456113415127165,0.06091434312986687,0.0,5.253026710183583e-05,0.4480541275973275,0.08853864528847288,166,Monitor
STATEN ISLAND,WATER SYSTEM,895,872,54.066418195718654,7.891666666666667,101.36499999999984,0.7178899082568807,0.8360091743119266,0.28211009174311924,0.16399082568807338,0.23910614525139665,0.002032732674076867,0.016243824834631163,0.16497674247577723,0.00292873221497547,0.21769052816224482,0.0884176871021859,167,Monitor
BRONX,TRAFFIC SIGNAL CONDITION,650,650,100.2591282051282,1.825,43.698333333333366,0.8430769230769231,0.9076923076923077,0.15692307692307692,0.09230769230769231,0.3676923076923077,0.0014762862996088976,0.005986770493175919,0.09286264837367042,0.0054619635398869505,0.35710329690135456,0.08461205142789327,168,Monitor
MANHATTAN,TRAFFIC SIGNAL CONDITION,815,815,124.55595092024541,2.1666666666666665,34.76666666666667,0.8674846625766871,0.9202453987730062,0.1325153374233129,0.07975460122699386,0.36319018404907977,0.001851035898740387,0.012894582600686594,0.08023408780751687,0.006794413452118079,0.35222210665200215,0.08277552894071931,169,Monitor
BRONX,NON-EMERGENCY POLICE MATTER,694,693,2.21660734327401,0.7575,5.39916666666668,0.9927849927849928,0.9985569985569985,0.007215007215007215,0.001443001443001443,0.5100864553314121,0.0015762195260439614,0.007828853721845433,0.0014516768023782052,8.52626498559466e-05,0.5114866457608046,0.07991565123745124,170,Monitor
BROOKLYN,SEWER,1375,1330,162.4077819548872,3.841666666666667,67.42000000000003,0.8045112781954887,0.8766917293233083,0.19548872180451127,0.12330827067669173,0.17963636363636365,0.003122913326095745,0.036339278238298585,0.12404960296532916,0.008870226801511926,0.15321355214959007,0.07468970645574415,171,Monitor
